HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID
HGNC:162	Approved	ACTL7B	actin like 7B	ENSG00000148156
HGNC:24018	Approved	ACTL8	actin like 8	ENSG00000117148
HGNC:28494	Approved	ACTL9	actin like 9	ENSG00000181786
HGNC:16127	Approved	ACTL10	actin like 10	ENSG00000182584
HGNC:163	Approved	ACTN1	actinin alpha 1	ENSG00000072110
HGNC:20131	Approved	ACTN1-AS1	ACTN1 antisense RNA 1	ENSG00000259062
HGNC:164	Approved	ACTN2	actinin alpha 2	ENSG00000077522
HGNC:165	Approved	ACTN3	actinin alpha 3	ENSG00000248746
HGNC:166	Approved	ACTN4	actinin alpha 4	ENSG00000130402
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1	ENSG00000213493
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2	ENSG00000214141
HGNC:51621	Approved	ACTP1	actin family pseudogene 1	ENSG00000229890
HGNC:167	Approved	ACTR1A	actin related protein 1A	ENSG00000138107
HGNC:54703	Approved	ACTR1AP1	ACTR1A pseudogene 1	ENSG00000233370
HGNC:168	Approved	ACTR1B	actin related protein 1B	ENSG00000115073
HGNC:169	Approved	ACTR2	actin related protein 2	ENSG00000138071
HGNC:170	Approved	ACTR3	actin related protein 3	ENSG00000115091
HGNC:53965	Approved	ACTR3-AS1	ACTR3 antisense RNA 1	
HGNC:17256	Approved	ACTR3B	actin related protein 3B	ENSG00000133627
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1	ENSG00000270242
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2	ENSG00000226481
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3	ENSG00000260327
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4	ENSG00000249283
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5	ENSG00000227264
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6	ENSG00000280263
HGNC:54971	Approved	ACTR3BP7	ACTR3B pseudogene 7	ENSG00000226444
HGNC:37282	Approved	ACTR3C	actin related protein 3C	ENSG00000106526
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1	
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2	ENSG00000232267
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3	ENSG00000242573
HGNC:14671	Approved	ACTR5	actin related protein 5	ENSG00000101442
HGNC:24025	Approved	ACTR6	actin related protein 6	ENSG00000075089
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1	ENSG00000248915
HGNC:14672	Approved	ACTR8	actin related protein 8	ENSG00000113812
HGNC:17372	Approved	ACTR10	actin related protein 10	ENSG00000131966
HGNC:24027	Approved	ACTRT1	actin related protein T1	ENSG00000123165
HGNC:55127	Approved	ACTRT1P1	ACTRT1 pseudogene 1	ENSG00000235239
HGNC:24026	Approved	ACTRT2	actin related protein T2	ENSG00000169717
HGNC:24022	Approved	ACTRT3	actin related protein T3	ENSG00000184378
HGNC:171	Approved	ACVR1	activin A receptor type 1	ENSG00000115170
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	ENSG00000135503
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C	ENSG00000123612
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	ENSG00000121989
HGNC:174	Approved	ACVR2B	activin A receptor type 2B	ENSG00000114739
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1	ENSG00000229589
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ENSG00000139567
HGNC:177	Approved	ACY1	aminoacylase 1	ENSG00000243989
HGNC:24104	Approved	ACY3	aminoacylase 3	ENSG00000132744
HGNC:179	Approved	ACYP1	acylphosphatase 1	ENSG00000119640
HGNC:180	Approved	ACYP2	acylphosphatase 2	ENSG00000170634
HGNC:185	Entry Withdrawn	AD5	Alzheimer disease 5	
HGNC:186	Approved	ADA	adenosine deaminase	ENSG00000196839
HGNC:1839	Approved	ADA2	adenosine deaminase 2	ENSG00000093072
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1	ENSG00000164113
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	ENSG00000267511
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2	ENSG00000140955
HGNC:31853	Approved	ADAL	adenosine deaminase like	ENSG00000168803
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ENSG00000229186
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	ENSG00000226469
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	ENSG00000104755
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	ENSG00000197475
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	ENSG00000260089
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ENSG00000196115
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	ENSG00000271968
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7	ENSG00000069206
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8	ENSG00000151651
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	ENSG00000168615
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10	ENSG00000137845
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	ENSG00000073670
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12	ENSG00000148848
HGNC:43841	Entry Withdrawn	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)	
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15	ENSG00000143537
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	ENSG00000151694
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18	ENSG00000168619
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19	ENSG00000135074
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20	ENSG00000134007
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	ENSG00000259158
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	ENSG00000248574
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	ENSG00000249162
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21	ENSG00000139985
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ENSG00000235812
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22	ENSG00000008277
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23	ENSG00000114948
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	ENSG00000214607
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28	ENSG00000042980
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29	ENSG00000168594
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30	ENSG00000134249
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32	ENSG00000197140
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	ENSG00000149451
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1	ENSG00000134028
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ENSG00000154734
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ENSG00000087116
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ENSG00000156140
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ENSG00000158859
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ENSG00000154736
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ENSG00000049192
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ENSG00000136378
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	ENSG00000274376
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3	ENSG00000261143
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4	ENSG00000218052
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ENSG00000134917
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ENSG00000163638
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	ENSG00000241158
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	ENSG00000241684
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ENSG00000142303
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ENSG00000151388
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSG00000160323
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ENSG00000138316
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ENSG00000145536
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ENSG00000140470
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ENSG00000140873
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ENSG00000145808
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	ENSG00000249421
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	ENSG00000173157
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	ENSG00000178031
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2	ENSG00000197859
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3	ENSG00000156218
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	ENSG00000143382
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	ENSG00000203804
HGNC:40895	Approved	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2	ENSG00000237781
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	ENSG00000185761
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	ENSG00000105963
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	ENSG00000184060
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	ENSG00000160710
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1	ENSG00000197381
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)	ENSG00000185736
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	ENSG00000205696
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1	ENSG00000065457
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	ENSG00000189007
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3	ENSG00000213638
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1	ENSG00000063761
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2	ENSG00000133597
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5	ENSG00000173137
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1	
HGNC:232	Approved	ADCY1	adenylate cyclase 1	ENSG00000164742
HGNC:233	Approved	ADCY2	adenylate cyclase 2	ENSG00000078295
HGNC:234	Approved	ADCY3	adenylate cyclase 3	ENSG00000138031
HGNC:235	Approved	ADCY4	adenylate cyclase 4	ENSG00000129467
HGNC:236	Approved	ADCY5	adenylate cyclase 5	ENSG00000173175
HGNC:237	Approved	ADCY6	adenylate cyclase 6	ENSG00000174233
HGNC:53332	Approved	ADCY6-DT	ADCY6 divergent transcript	ENSG00000257660
HGNC:238	Approved	ADCY7	adenylate cyclase 7	ENSG00000121281
HGNC:239	Approved	ADCY8	adenylate cyclase 8	ENSG00000155897
HGNC:240	Approved	ADCY9	adenylate cyclase 9	ENSG00000162104
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	ENSG00000143199
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1	ENSG00000161912
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	ENSG00000141433
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	ENSG00000078549
HGNC:243	Approved	ADD1	adducin 1	ENSG00000087274
HGNC:244	Approved	ADD2	adducin 2	ENSG00000075340
HGNC:245	Approved	ADD3	adducin 3	ENSG00000148700
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1	ENSG00000203876
HGNC:247	Entry Withdrawn	ADFN	albinism-deafness syndrome	
HGNC:21212	Approved	ADGB	androglobin	ENSG00000118492
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	ENSG00000197177
HGNC:49543	Approved	ADGRA1-AS1	ADGRA1 antisense RNA 1	ENSG00000256925
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	ENSG00000020181
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	ENSG00000152990
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	ENSG00000181790
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	ENSG00000121753
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	ENSG00000135298
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	ENSG00000111452
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1	ENSG00000256151
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	ENSG00000180264
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	ENSG00000174837
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	ENSG00000127507
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	ENSG00000131355
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	ENSG00000268758
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	ENSG00000123146
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	ENSG00000153292
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2	ENSG00000164393
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	ENSG00000173567
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	ENSG00000153294
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	ENSG00000069122
HGNC:40864	Approved	ADGRF5-AS1	ADGRF5 antisense RNA 1	ENSG00000225730
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	ENSG00000227582
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	ENSG00000204818
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	ENSG00000205336
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2	ENSG00000173698
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	ENSG00000182885
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4	ENSG00000156920
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	ENSG00000159618
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	ENSG00000112414
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	ENSG00000144820
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	ENSG00000072071
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	ENSG00000117114
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	ENSG00000150471
HGNC:50604	Approved	ADGRL3-AS1	ADGRL3 antisense RNA 1	ENSG00000248692
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	ENSG00000162618
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	ENSG00000164199
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ENSG00000187758
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ENSG00000196616
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ENSG00000248144
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ENSG00000198099
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ENSG00000197894
HGNC:254	Entry Withdrawn	ADH5P1	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 1	
HGNC:22976	Approved	ADH5P2	ADH5 pseudogene 2	ENSG00000232676
HGNC:22991	Approved	ADH5P3	ADH5 pseudogene 3	ENSG00000223694
HGNC:21377	Approved	ADH5P4	ADH5 pseudogene 4	ENSG00000233859
HGNC:54523	Approved	ADH5P5	ADH5 pseudogene 5	ENSG00000234865
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)	ENSG00000172955
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ENSG00000196344
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase iron containing 1	ENSG00000147576
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1	ENSG00000182551
HGNC:52339	Approved	ADI1P1	acireductone dioxygenase 1 pseudogene 1	ENSG00000235102
HGNC:52340	Approved	ADI1P2	acireductone dioxygenase 1 pseudogene 2	ENSG00000250684
HGNC:52341	Approved	ADI1P3	acireductone dioxygenase 1 pseudogene 3	ENSG00000258369
HGNC:28606	Approved	ADIG	adipogenin	ENSG00000182035
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing	ENSG00000181092
HGNC:40648	Approved	ADIPOQ-AS1	ADIPOQ antisense RNA 1	ENSG00000226482
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1	ENSG00000159346
HGNC:44910	Approved	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	ENSG00000232497
HGNC:44911	Approved	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	ENSG00000258805
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2	ENSG00000006831
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor	ENSG00000148671
HGNC:45127	Approved	ADIRF-AS1	ADIRF antisense RNA 1	ENSG00000272734
HGNC:257	Approved	ADK	adenosine kinase	ENSG00000156110
HGNC:259	Approved	ADM	adrenomedullin	ENSG00000148926
HGNC:28898	Approved	ADM2	adrenomedullin 2	ENSG00000128165
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)	ENSG00000224420
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox	ENSG00000101126
HGNC:51227	Approved	ADNP-AS1	ADNP antisense RNA 1	ENSG00000259456
HGNC:23803	Approved	ADNP2	ADNP homeobox 2	ENSG00000101544
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase	ENSG00000181915
HGNC:262	Approved	ADORA1	adenosine A1 receptor	ENSG00000163485
HGNC:263	Approved	ADORA2A	adenosine A2a receptor	ENSG00000128271
HGNC:37122	Approved	ADORA2A-AS1	ADORA2A antisense RNA 1	ENSG00000178803
HGNC:264	Approved	ADORA2B	adenosine A2b receptor	ENSG00000170425
HGNC:265	Approved	ADORA2BP1	adenosine A2b receptor pseudogene 1	ENSG00000236136
HGNC:266	Entry Withdrawn	ADORA2L1	adenosine A2 receptor-like 1	
HGNC:267	Entry Withdrawn	ADORA2L2	adenosine A2 receptor-like 2	
HGNC:268	Approved	ADORA3	adenosine A3 receptor	ENSG00000282608
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase	ENSG00000159322
HGNC:44144	Approved	ADPGK-AS1	ADPGK antisense RNA 1	ENSG00000260898
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase	ENSG00000144843
HGNC:21303	Approved	ADPRHL1	ADP-ribosylhydrolase like 1	ENSG00000153531
HGNC:30925	Approved	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	ENSG00000170222
HGNC:21304	Approved	ADPRS	ADP-ribosylserine hydrolase	ENSG00000116863
HGNC:277	Approved	ADRA1A	adrenoceptor alpha 1A	ENSG00000120907
HGNC:278	Approved	ADRA1B	adrenoceptor alpha 1B	ENSG00000170214
HGNC:280	Approved	ADRA1D	adrenoceptor alpha 1D	ENSG00000171873
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A	ENSG00000150594
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B	ENSG00000274286
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C	ENSG00000184160
HGNC:285	Approved	ADRB1	adrenoceptor beta 1	ENSG00000043591
HGNC:286	Approved	ADRB2	adrenoceptor beta 2	ENSG00000169252
HGNC:288	Approved	ADRB3	adrenoceptor beta 3	ENSG00000188778
HGNC:15759	Approved	ADRM1	adhesion regulating molecule 1	ENSG00000130706
HGNC:291	Approved	ADSL	adenylosuccinate lyase	ENSG00000239900
HGNC:20093	Approved	ADSS1	adenylosuccinate synthase 1	ENSG00000185100
HGNC:292	Approved	ADSS2	adenylosuccinate synthase 2	ENSG00000035687
HGNC:293	Entry Withdrawn	ADT	ADT unknown	
HGNC:21214	Approved	ADTRP	androgen dependent TFPI regulating protein	ENSG00000111863
HGNC:303	Approved	AEBP1	AE binding protein 1	ENSG00000106624
HGNC:24051	Approved	AEBP2	AE binding protein 2	ENSG00000139154
HGNC:25722	Approved	AEN	apoptosis enhancing nuclease	ENSG00000181026
HGNC:309	Entry Withdrawn	AF8T	AF8 temperature sensitivity complementing	
HGNC:310	Entry Withdrawn	AFA	ankyloblepharon filiforme adnatum	
HGNC:24017	Approved	AFAP1	actin filament associated protein 1	ENSG00000196526
HGNC:28141	Approved	AFAP1-AS1	AFAP1 antisense RNA 1	ENSG00000272620
HGNC:26714	Approved	AFAP1L1	actin filament associated protein 1 like 1	ENSG00000157510
HGNC:25901	Approved	AFAP1L2	actin filament associated protein 1 like 2	ENSG00000169129
HGNC:312	Entry Withdrawn	AFD1	acrofacial dysostosis 1, Nager type	
HGNC:7137	Approved	AFDN	afadin, adherens junction formation factor	ENSG00000130396
HGNC:21236	Approved	AFDN-DT	AFDN divergent transcript	ENSG00000198221
HGNC:7135	Approved	AFF1	AF4/FMR2 family member 1	ENSG00000172493
HGNC:53447	Approved	AFF1-AS1	AFF1 antisense RNA 1	
HGNC:3776	Approved	AFF2	AF4/FMR2 family member 2	ENSG00000155966
HGNC:41334	Approved	AFF2-IT1	AFF2 intronic transcript 1	ENSG00000223516
HGNC:6473	Approved	AFF3	AF4/FMR2 family member 3	ENSG00000144218
HGNC:17869	Approved	AFF4	AF4/FMR2 family member 4	ENSG00000072364
HGNC:16411	Approved	AFG1L	AFG1 like ATPase	ENSG00000135537
HGNC:314	Approved	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	ENSG00000223959
HGNC:315	Approved	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	ENSG00000141385
HGNC:24169	Approved	AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	ENSG00000253606
HGNC:316	Approved	AFM	afamin	ENSG00000079557
HGNC:20910	Approved	AFMID	arylformamidase	ENSG00000183077
HGNC:317	Approved	AFP	alpha fetoprotein	ENSG00000081051
HGNC:25951	Approved	AFTPH	aftiphilin	ENSG00000119844
HGNC:318	Approved	AGA	aspartylglucosaminidase	ENSG00000038002
HGNC:16922	Approved	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	ENSG00000157985
